,0,1,2,3,4,5,6,7
0,1.0,0.4726844,0.45780498,0.42641014,0.60203314,0.49323058,0.44175085,0.49786842
1,0.4726844,1.0,0.58267903,0.39827293,0.4244228,0.67989856,0.58929724,0.41253683
2,0.45780498,0.58267903,0.99999994,0.58466333,0.35694414,0.64961046,0.50141656,0.74324864
3,0.42641014,0.39827293,0.58466333,1.0000001,0.28816143,0.44867,0.33842692,0.53002065
4,0.60203314,0.4244228,0.35694414,0.28816143,0.99999994,0.44391823,0.5540242,0.3188676
5,0.49323058,0.67989856,0.64961046,0.44867,0.44391823,1.0000001,0.65573823,0.50461984
6,0.44175085,0.58929724,0.50141656,0.33842692,0.5540242,0.65573823,1.0,0.3482567
7,0.49786842,0.41253683,0.74324864,0.53002065,0.3188676,0.50461984,0.3482567,0.9999999
